,dataset_name,sequence_name,image_path,mask,gold_mask,cyto3,nuclei,cyto2_cp3,tissuenet_cp3,livecell_cp3,yeast_PhC_cp3,yeast_BF_cp3,bact_phase_cp3,bact_fluor_cp3,deepbacs_cp3,cyto2,cyto,CPx,transformer_cp3,neurips_cellpose_default,neurips_cellpose_transformer,neurips_grayscale_cyto2,CP,CPx.1,TN1,TN2,TN3,LC1,LC2,LC3,LC4,generic_confocal_3D_unet,generic_light_sheet_3D_unet,confocal_3D_unet_ovules_ds1x,confocal_3D_unet_ovules_ds2x,confocal_3D_unet_ovules_ds3x,confocal_2D_unet_ovules_ds2x,lightsheet_3D_unet_root_ds1x,lightsheet_3D_unet_root_ds2x,lightsheet_3D_unet_root_ds3x,lightsheet_2D_unet_root_ds1x,lightsheet_3D_unet_root_nuclei_ds1x,lightsheet_2D_unet_root_nuclei_ds1x,confocal_2D_unet_sa_meristem_cells,confocal_3D_unet_sa_meristem_cells,lightsheet_3D_unet_mouse_embryo_cells,confocal_3D_unet_mouse_embryo_nuclei,PlantSeg_3Dnuc_platinum
53,Fluo-N2DH-GOWT1,1,./datasets/Fluo-N2DH-GOWT1/01/t063.tif,./datasets/Fluo-N2DH-GOWT1/01_ERR_SEG/mask063.tif,,0.9076793766333946,0.8765940273692632,0.8900583108771867,0.8752281272773608,0.8752281272773608,0.8757161997542158,0.8756155454631639,0.8752230969251074,0.8755937384572593,0.8752281272773608,0.9019354440837952,0.9114855824094092,0.9494952781385111,,,,0.8976106497375026,0.8830662033420431,,0.8752281272773608,0.8752281272773608,0.8807762190976874,0.961632611064602,0.8752281272773608,0.8811844952117144,0.8752281272773608,,,,,,0.8752281272773608,,,,0.8752281272773608,,0.8752281272773608,0.8752281272773608,,,,
54,Fluo-N2DH-GOWT1,1,./datasets/Fluo-N2DH-GOWT1/01/t024.tif,./datasets/Fluo-N2DH-GOWT1/01_ERR_SEG/mask024.tif,,0.9011819653732556,0.8746146234371522,0.8990540733885471,0.8731662700879619,0.8731662700879619,0.874512411822963,0.8730692351250497,0.8731662700879619,0.8733319219599867,0.8733084946640929,0.8851770382842087,0.8889993802873737,0.881221620011805,,,,0.8874675657213212,0.9424386999849025,,0.8731662700879619,0.8731662700879619,0.8804237595886143,0.8929295135695247,0.8731662700879619,0.8757933753604625,0.8731662700879619,,,,,,0.8731662700879619,,,,0.8731662700879619,,0.8731662700879619,0.8731662700879619,,,,
55,Fluo-N2DH-GOWT1,2,./datasets/Fluo-N2DH-GOWT1/02/t030.tif,./datasets/Fluo-N2DH-GOWT1/02_ERR_SEG/mask030.tif,./datasets/Fluo-N2DH-GOWT1/02_GT/SEG/man_seg030.tif,0.9437853890208647,0.8557947570739857,0.903475292466796,0.8550527727357966,0.8543540118167815,0.8562300460881703,0.8539884383865369,0.8551003601128371,0.8549723720254706,0.8543540118167815,0.8543113814812195,0.8538065250674465,0.8511687027752277,,,,0.9201207107136252,0.8563877860838545,,0.855264473243045,0.8543540118167815,0.8543540118167815,0.873517687691068,0.8549854981960092,0.8535804123365087,0.8543540118167815,,,,,,0.8543540118167815,,,,0.854355651484217,,0.8543540118167815,0.854355651484217,,,,
56,Fluo-N2DH-GOWT1,2,./datasets/Fluo-N2DH-GOWT1/02/t071.tif,./datasets/Fluo-N2DH-GOWT1/02_ERR_SEG/mask071.tif,,0.8561856865442045,0.8384603988214369,0.8382911880618785,0.8385103622400674,0.8385103622400674,0.8386231928529471,0.8379560815548139,0.8385748351802497,0.8386280287601251,0.838700570420547,0.8390811048770264,0.857624344187439,0.8420889900778593,,,,0.8161043963514275,0.8380624001935216,,0.838992406923651,0.8385103622400674,0.8385103622400674,0.85628426618798,0.8385103622400674,0.8373683292900141,0.8385103622400674,,,,,,0.8385103622400674,,,,0.8385103622400674,,0.8385135857796854,0.8385119740084633,,,,
57,Fluo-N2DH-GOWT1,2,./datasets/Fluo-N2DH-GOWT1/02/t073.tif,./datasets/Fluo-N2DH-GOWT1/02_ERR_SEG/mask073.tif,,0.8336428528960189,0.836004261812566,0.8366120510500858,0.8363257932974151,0.8363257932974151,0.8366152679363528,0.8339876151406261,0.8362003826234661,0.8362807721101688,0.8363257932974151,0.8465656544310841,0.845686449665345,0.8308222825565051,,,,0.8222318767541078,0.8363257932974151,,0.8367713004484305,0.8363257932974151,0.8363257932974151,0.8537377023097118,0.8363257932974151,0.8366699567270934,0.8363257932974151,,,,,,0.8363257932974151,,,,0.8363257932974151,,0.8363257932974151,0.8363257932974151,,,,
58,Fluo-N2DH-GOWT1,2,./datasets/Fluo-N2DH-GOWT1/02/t063.tif,./datasets/Fluo-N2DH-GOWT1/02_ERR_SEG/mask063.tif,,0.8573479489616167,0.8377934056304086,0.8376001647323756,0.8371912721780747,0.8371912721780747,0.8374794098061893,0.8369160965953384,0.8375792327414134,0.8371365523379526,0.8371912721780747,0.8562481191028342,0.835470768067399,0.8365654074655308,,,,0.9203527991897925,0.8371864438257665,,0.8382734630228773,0.8371912721780747,0.8383894876638718,0.8521496449641431,0.8371912721780747,0.8361183925979236,0.8371912721780747,,,,,,0.8371912721780747,,,,0.8371912721780747,,0.8371912721780747,0.8371912721780747,,,,
59,Fluo-N2DH-GOWT1,2,./datasets/Fluo-N2DH-GOWT1/02/t024.tif,./datasets/Fluo-N2DH-GOWT1/02_ERR_SEG/mask024.tif,,0.872749760007144,0.8571587972646751,0.8579995835972766,0.8568348616948654,0.8568348616948654,0.8577477614743265,0.8561544718397432,0.8568184212786416,0.8570831473728208,0.8568348616948654,0.8575305580159434,0.8850465609607018,0.8750872876150386,,,,0.8359206820690736,0.8568332176401422,,0.8571374173226394,0.8568348616948654,0.8568348616948654,0.875315324338076,0.856502821732876,0.8572953115770102,0.8568348616948654,,,,,,0.8568348616948654,,,,0.8568348616948654,,0.8568348616948654,0.8568365057524999,,,,
60,Fluo-N2DH-SIM+,1,./datasets/Fluo-N2DH-SIM+/01/t044.tif,./datasets/Fluo-N2DH-SIM+/01_ERR_SEG/mask044.tif,./datasets/Fluo-N2DH-SIM+/01_GT/SEG/man_seg044.tif,0.7741311437151859,0.7037974882630954,0.7549536779223409,0.7012589048921205,0.7011386856728963,0.695577146568894,0.7011353464926744,0.6992974496028423,0.6881358705497583,0.7012589048921205,0.7830814653265711,0.6963537711104674,0.7090929170380771,,,,0.7880589747504549,0.7693535808054618,,0.7012288484943662,0.7012589048921205,0.7012589048921205,0.6994207411532624,0.7011687388848103,0.6803066524741015,0.7012589048921205,,,,,,0.7012589048921205,,,,0.7012589048921205,,0.7012589048921205,0.7012589048921205,,,,
61,Fluo-N2DH-SIM+,1,./datasets/Fluo-N2DH-SIM+/01/t015.tif,./datasets/Fluo-N2DH-SIM+/01_ERR_SEG/mask015.tif,./datasets/Fluo-N2DH-SIM+/01_GT/SEG/man_seg015.tif,0.75611653947939,0.7263951361968469,0.742504820519832,0.7265395894428153,0.7265395894428153,0.7265395894428153,0.7265327101686608,0.7227060303854939,0.7136281128023823,0.7265395894428153,0.760679697451744,0.7188383204317326,0.754694289104228,,,,0.9389133994970602,0.7426519823611382,,0.7265395894428153,0.7265395894428153,0.7495508226506511,0.7365377448092622,0.7265395894428153,0.7290783396346877,0.7264329668534591,,,,,,0.7265395894428153,,,,0.7265395894428153,,0.7265395894428153,0.7265395894428153,,,,
62,Fluo-N2DH-SIM+,1,./datasets/Fluo-N2DH-SIM+/01/t024.tif,./datasets/Fluo-N2DH-SIM+/01_ERR_SEG/mask024.tif,./datasets/Fluo-N2DH-SIM+/01_GT/SEG/man_seg024.tif,0.7292888014462621,0.7042632145097569,0.7152153519136455,0.7026694093585519,0.7026694093585519,0.7014292445421706,0.7026694093585519,0.7017733678673047,0.6837409730897532,0.7035864875224831,0.7234014628151436,0.7054269667785723,0.7097605340930164,,,,0.9333250049078222,0.691608906204557,,0.7026694093585519,0.7026694093585519,0.7074833416739894,0.7109250532541809,0.7026694093585519,0.6990742374516239,0.702589128371967,,,,,,0.7026694093585519,,,,0.7026694093585519,,0.7026694093585519,0.7026694093585519,,,,
